DRUG_CODE,ACTIVE_INGREDIENT_CODE,INGREDIENT,INGREDIENT_SUPPLIED_IND,STRENGTH,STRENGTH_UNIT,STRENGTH_TYPE,DOSAGE_VALUE,BASE,DOSAGE_UNIT,NOTES,INGREDIENT_F,STRENGTH_UNIT_F,STRENGTH_TYPE_F,DOSAGE_UNIT_F
"97608","20097","VARENICLINE (VARENICLINE TARTRATE)","I","0.5","MG","","","N","","THIS STARTER PACK HAS 11 OF THE 0.5MG TABLETS","Varénicline (Tartrate de varénicline)","MG","",""
"97608","20097","VARENICLINE (VARENICLINE TARTRATE)","I","1","MG","","","N","","THIS STARTER PACK HAS 14 OF THE 1.0 MG TABLETS","Varénicline (Tartrate de varénicline)","MG","",""
"97613","12049","OCTINOXATE","I","4.9","%","","","N","W/W","","Octinoxate","%","","p/p"
"97613","2280","OCTOCRYLENE","I","3","%","","","N","W/W","","Octocrilène","%","","p/p"
"97613","727","TITANIUM DIOXIDE","I","13.4","%","","","N","W/W","","Dioxyde de titane","%","","p/p"
"97621","12049","OCTINOXATE","I","4.9","%","","","N","W/W","","Octinoxate","%","","p/p"
"97621","727","TITANIUM DIOXIDE","I","15","%","","","N","W/W","","Dioxyde de titane","%","","p/p"
"97635","19793","DARUNAVIR (DARUNAVIR PROPYLENE GLYCOLATE)","I","400","MG","","","N","","","Darunavir (Propylène glycolate de Darunavir)","MG","",""
"97638","12110","LINEZOLID","I","600","MG","","","N","","","Linézolide","MG","",""
"97639","932","RAMIPRIL","I","1.25","MG","","","N","","","Ramipril","MG","",""
"97643","932","RAMIPRIL","I","15","MG","","","N","","","Ramipril","MG","",""
"97645","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.072","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"97645","197","BENZALKONIUM CHLORIDE","I","0.072","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"97645","8890","ALCOHOL ANHYDROUS","I","53.088","%","","","N","W/W","","ALCOOL ANHYDRE","%","","p/p"
"97647","11718","QUETIAPINE (QUETIAPINE FUMARATE)","I","100","MG","","","N","","","Quétiapine (Fumarate de quétiapine)","MG","",""
"97648","11718","QUETIAPINE (QUETIAPINE FUMARATE)","I","200","MG","","","N","","","Quétiapine (Fumarate de quétiapine)","MG","",""
"97649","11718","QUETIAPINE (QUETIAPINE FUMARATE)","I","300","MG","","","N","","","Quétiapine (Fumarate de quétiapine)","MG","",""
"97654","10103","HYDROCHLORIC ACID","I","12","%","","","N","W/W","","Acide chlorhydrique","%","","p/p"
"97656","13276","FULVESTRANT","I","50","MG","","","N","ML","","Fulvestrant","MG","","ML"
"97666","10021","CITRIC ACID","I","59.9","%","","","N","W/W","","Acide citrique","%","","p/p"
"97666","2196","SODIUM CHLORITE","I","30.5","%","","","N","W/W","","Chlorite de sodium","%","","p/p"
"97675","197","BENZALKONIUM CHLORIDE","I","1.52","%","","","N","W/W","Historic Freeform Text: BENZALKONIUM CHLORIDE","Chlorure de benzalkonium","%","","p/p"
"97675","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","1.14","%","","","N","W/W","Historic Freeform Text: OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"97675","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.456","%","","","N","W/W","Historic Freeform Text: DIOCTYL DIMETHYL AMMONIUM CHLORIDE","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"97675","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.684","%","","","N","W/W","Historic Freeform Text: DIDECYL DIMETHYL AMMONIUM CHLORIDE","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"97687","13348","VORICONAZOLE","I","200","MG","","","N","VIAL","","Voriconazole","MG","","Fiole"
"97691","22542","IBRUTINIB","I","140","MG","","","N","","","Ibrutinib","MG","",""
"97692","22542","IBRUTINIB","I","280","MG","","","N","","","Ibrutinib","MG","",""
"97693","22542","IBRUTINIB","I","420","MG","","","N","","","Ibrutinib","MG","",""
"97694","22542","IBRUTINIB","I","560","MG","","","N","","","Ibrutinib","MG","",""
"97707","662","PYRITHIONE ZINC","I","0.5","%","","","N","W/W","","Pyrithione zincique","%","","p/p"
"97712","10234","HYDROCHLOROTHIAZIDE","I","50","MG","","","N","","","Hydrochlorothiazide","MG","",""
"97721","8541","VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE)","I","1000","MG","","200","N","ML","","Vancomycine (Chlorhydrate de vancomycine)","MG","","ML"
"97734","11443","TRANDOLAPRIL","I","0.5","MG","","","N","","","Trandolapril","MG","",""
"97735","11443","TRANDOLAPRIL","I","1","MG","","","N","","","Trandolapril","MG","",""
"97736","11443","TRANDOLAPRIL","I","2","MG","","","N","","","Trandolapril","MG","",""
"97737","11443","TRANDOLAPRIL","I","4","MG","","","N","","","Trandolapril","MG","",""
"97745","22969","ERENUMAB","I","140","MG","","","N","ML","","ÉRÉNUMAB","MG","","ML"
"97749","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","","N","SACHET","","Chlorhydrate de phényléphrine","MG","","SACHET"
"97749","182","DIPHENHYDRAMINE HYDROCHLORIDE","I","25","MG","","","N","SACHET","","Chlorhydrate de diphénhydramine","MG","","SACHET"
"97749","270","ACETAMINOPHEN","I","500","MG","","","N","SACHET","","Acétaminophène","MG","","SACHET"
"97760","20883","ABIRATERONE ACETATE","I","500","MG","","","N","","","Acétate d'abiratérone","MG","",""
"97767","21078","APIXABAN","I","2.5","MG","","","N","","","Apixaban","MG","",""
"97768","21078","APIXABAN","I","5","MG","","","N","","","Apixaban","MG","",""
"97769","197","BENZALKONIUM CHLORIDE","I","0.1212","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"97769","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","0.0909","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"97769","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.0364","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"97769","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.0545","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"97771","197","BENZALKONIUM CHLORIDE","I","0.1212","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"97771","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","0.0909","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"97771","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.0364","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"97771","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.0545","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"97777","1","OLANZAPINE","I","7.5","MG","","","N","","","Olanzapine","MG","",""
"97779","1","OLANZAPINE","I","15","MG","","","N","","","Olanzapine","MG","",""
"97780","1","OLANZAPINE","I","20","MG","","","N","","","Olanzapine","MG","",""
"97781","1","OLANZAPINE","I","5","MG","","","N","","","Olanzapine","MG","",""
"97782","1","OLANZAPINE","I","10","MG","","","N","","","Olanzapine","MG","",""
"97783","1","OLANZAPINE","I","15","MG","","","N","","","Olanzapine","MG","",""
"97784","1","OLANZAPINE","I","20","MG","","","N","","","Olanzapine","MG","",""
"97802","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.33","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"97802","8890","ALCOHOL ANHYDROUS","I","72.5","%","","","N","W/W","","ALCOOL ANHYDRE","%","","p/p"
"97803","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.33","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"97803","8890","ALCOHOL ANHYDROUS","I","72.5","%","","","N","W/W","","ALCOOL ANHYDRE","%","","p/p"
"97809","7128","HYDROGEN PEROXIDE","I","1.22","%","","","N","W/W","","Peroxyde d'hydrogène","%","","p/p"
"97818","11861","FOSFOMYCIN (FOSFOMYCIN SODIUM)","I","2","G","","","N","VIAL","","Fosfomycine (FOSFOMYCINE DE SODIUM)","G","","Fiole"
"97820","11861","FOSFOMYCIN (FOSFOMYCIN SODIUM)","I","8","G","","","N","VIAL","","Fosfomycine (FOSFOMYCINE DE SODIUM)","G","","Fiole"
"97830","6850","BENZOYL PEROXIDE","I","2.5","%","","","N","W/W","","Peroxyde de benzoyle","%","","p/p"
"97831","6850","BENZOYL PEROXIDE","I","5","%","","","N","W/W","","Peroxyde de benzoyle","%","","p/p"
"97837","6850","BENZOYL PEROXIDE","I","5","%","","","N","W/W","","Peroxyde de benzoyle","%","","p/p"
"97840","2414","NAPROXEN (NAPROXEN SODIUM, NAPROXEN)","I","200","MG","","","N","","","Naproxène (Naproxène sodique, Naproxène)","MG","",""
"97862","11802","BUCKTHORN","I","0.7","MG","","","N","ML","SOLID EXTRACT OF BUCKTHORN","Nerprun","MG","","ML"
"97862","265","MENTHOL","I","4.4","MG","","","N","ML","","Menthol","MG","","ML"
"97862","6964","AMMONIUM CARBONATE","I","30.2","MG","","","N","ML","","Carbonate d'ammonium","MG","","ML"
"97862","8723","SQUILL","I","0.5","MG","","","N","ML","LIQUID EXTRACT OF SQUILL","Scille","MG","","ML"
"97862","9125","CAMPHOR","I","0.44","MG","","","N","ML","","Camphre","MG","","ML"
"97862","9402","POTASSIUM BICARBONATE","I","52.7","MG","","","N","ML","","Bicarbonate de potassium","MG","","ML"
"97866","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","","N","SACHET","","Chlorhydrate de phényléphrine","MG","","SACHET"
"97866","182","DIPHENHYDRAMINE HYDROCHLORIDE","I","25","MG","","","N","SACHET","","Chlorhydrate de diphénhydramine","MG","","SACHET"
"97866","270","ACETAMINOPHEN","I","500","MG","","","N","SACHET","","Acétaminophène","MG","","SACHET"
"97867","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.16","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"97867","197","BENZALKONIUM CHLORIDE","I","0.16","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"97869","539","SODIUM HYPOCHLORITE","I","0.52","%","","","N","W/W","","Hypochlorite de sodium","%","","p/p"
"97871","9117","MORPHINE SULFATE","I","2","MG","","1","N","ML","","Sulfate de morphine","MG","","ML"
"97872","9117","MORPHINE SULFATE","I","4","MG","","1","N","ML","","Sulfate de morphine","MG","","ML"
"97874","9117","MORPHINE SULFATE","I","10","MG","","1","N","ML","","Sulfate de morphine","MG","","ML"
"97877","11443","TRANDOLAPRIL","I","0.5","MG","","","N","","","Trandolapril","MG","",""
"97881","539","SODIUM HYPOCHLORITE","I","0.25","%","","","N","W/W","","Hypochlorite de sodium","%","","p/p"
"97886","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.184","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"97886","197","BENZALKONIUM CHLORIDE","I","0.184","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"97887","7762","ALPHA1-PROTEINASE INHIBITOR (HUMAN)","I","1000","MG","","20","N","ML","","Inhibiteur de l'alpha1-protéinase (humain)","MG","","ML"
"97893","10091","FUROSEMIDE","I","10","MG","","","N","ML","","Furosémide","MG","","ML"
"97898","2493","BUPIVACAINE HYDROCHLORIDE","I","2.5","MG","","","N","ML","","Chlorhydrate de bupivacaïne","MG","","ML"
"97899","2493","BUPIVACAINE HYDROCHLORIDE","I","5","MG","","","N","ML","","Chlorhydrate de bupivacaïne","MG","","ML"
"97913","10021","CITRIC ACID","I","2.5","%","","","N","W/W","","Acide citrique","%","","p/p"
"97914","10021","CITRIC ACID","I","2.5","%","","","N","W/W","","Acide citrique","%","","p/p"
"97918","19840","RASAGILINE (RASAGILINE MESYLATE)","I","0.5","MG","","","N","","","Rasagiline (Mésylate de rasagiline)","MG","",""
"97919","19840","RASAGILINE (RASAGILINE MESYLATE)","I","1","MG","","","N","","","Rasagiline (Mésylate de rasagiline)","MG","",""
"97926","13585","ESCITALOPRAM (ESCITALOPRAM OXALATE)","I","5","MG","","","N","","","Escitalopram (Oxalate d'escitalopram)","MG","",""
"97928","13585","ESCITALOPRAM (ESCITALOPRAM OXALATE)","I","15","MG","","","N","","","Escitalopram (Oxalate d'escitalopram)","MG","",""
"97934","11213","DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE)","I","2","%","","","N","W/V","","Dorzolamide (Chlorhydrate de dorzolamide)","%","","p/v"
"97946","11899","RIZATRIPTAN (RIZATRIPTAN BENZOATE)","I","5","MG","","","N","","","Rizatriptan (Benzoate de rizatriptan)","MG","",""
"97964","10225","LIDOCAINE HYDROCHLORIDE","I","40","MG","","","N","ML","","Chlorhydrate de lidocaïne","MG","","ML"
"97968","96","ANTI-INHIBITOR COAGULANT COMPLEX","I","650","UNIT","","","N","VIAL","STRENGTH RANGE: 350-650 UNITS PER VIAL","Complexe coagulant anti-inhibiteur","Unité","","Fiole"
"97969","22684","COAGULATION FACTOR IX (RECOMBINANT), ALBUMIN FUSION PROTEIN (RIX-FP)","I","3500","UNIT","","","N","VIAL","","Facteur IX de coagulation (Recombiné), Protéine de fusion albumine (rIX-FP)","Unité","","Fiole"
"97973","11175","KETOTIFEN (KETOTIFEN FUMARATE)","I","0.25","MG","","","N","ML","","Kétotifène (Fumarate de kétotifène)","MG","","ML"
"97983","2609","IBUPROFEN","I","200","MG","","","N","","","Ibuprofène","MG","",""
"97984","2609","IBUPROFEN","I","400","MG","","","N","","","Ibuprofène","MG","",""
"97985","12477","TRAVOPROST","I","0.003","%","","","N","W/V","","Travoprost","%","","p/v"
"97991","539","SODIUM HYPOCHLORITE","I","0.525","%","","","N","W/W","","Hypochlorite de sodium","%","","p/p"
"97992","539","SODIUM HYPOCHLORITE","I","0.1","%","","","N","W/W","","Hypochlorite de sodium","%","","p/p"
"97993","539","SODIUM HYPOCHLORITE","I","0.075","%","","","N","W/W","","Hypochlorite de sodium","%","","p/p"
"98011","10225","LIDOCAINE HYDROCHLORIDE","I","10","MG","","","N","ML","HISTORIC FREEFORM TEXT: LIDOCAINE HCL","Chlorhydrate de lidocaïne","MG","","ML"
"98015","23316","ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, B-DOMAIN TRUNCATED), PEGYLATED","I","1500","UNIT","","","N","VIAL","","Facteur antihémophilique (recombinant, Domaine-B tronqué), Pégylé","Unité","","Fiole"
"98026","2609","IBUPROFEN","I","200","MG","","","N","","","Ibuprofène","MG","",""
"98027","2609","IBUPROFEN","I","400","MG","","","N","","","Ibuprofène","MG","",""
"98041","23041","DECITABINE","I","50","MG","","","N","VIAL","","DÉCITABINE","MG","","Fiole"
"98053","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","","N","SACHET","","Chlorhydrate de phényléphrine","MG","","SACHET"
"98053","270","ACETAMINOPHEN","I","650","MG","","","N","SACHET","","Acétaminophène","MG","","SACHET"
"98054","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","","N","SACHET","","Chlorhydrate de phényléphrine","MG","","SACHET"
"98054","182","DIPHENHYDRAMINE HYDROCHLORIDE","I","25","MG","","","N","SACHET","","Chlorhydrate de diphénhydramine","MG","","SACHET"
"98054","270","ACETAMINOPHEN","I","650","MG","","","N","SACHET","","Acétaminophène","MG","","SACHET"
"98071","15231","SORAFENIB (SORAFENIB TOSYLATE)","I","200","MG","","","N","","","Sorafénib (Tosylate de sorafénib)","MG","",""
"98080","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","1.84","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"98088","21077","PLERIXAFOR","I","20","MG","","","N","ML","","Plérixafor","MG","","ML"
"98109","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","30","MG","","","N","SACHET","","Bromhydrate de dextrométhorphane","MG","","SACHET"
"98109","10259","CHLORPHENIRAMINE MALEATE","I","4","MG","","","N","SACHET","","Maléate de chlorphéniramine","MG","","SACHET"
"98109","270","ACETAMINOPHEN","I","1000","MG","","","N","SACHET","","Acétaminophène","MG","","SACHET"
"98109","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","60","MG","","","N","SACHET","","Chlorhydrate de pseudoéphédrine","MG","","SACHET"
"98112","8502","BACITRACIN","I","50000","UNIT","","","N","VIAL","","Bacitracine","Unité","","Fiole"
"98129","5900","METHOTREXATE (METHOTREXATE SODIUM)","I","7.5","MG","","0.15","N","ML","","Méthotrexate (Méthotrexate sodique)","MG","","ML"
"98130","5900","METHOTREXATE (METHOTREXATE SODIUM)","I","10","MG","","0.2","N","ML","","Méthotrexate (Méthotrexate sodique)","MG","","ML"
"98131","5900","METHOTREXATE (METHOTREXATE SODIUM)","I","12.5","MG","","0.25","N","ML","","Méthotrexate (Méthotrexate sodique)","MG","","ML"
"98137","9880","METRONIDAZOLE","I","500","MG","","","N","","","Métronidazole","MG","",""
"98139","12048","OCTISALATE","I","5","%","","","N","W/W","","Octisalate","%","","p/p"
"98139","1970","HOMOSALATE","I","7.5","%","","","N","W/W","","Homosalate","%","","p/p"
"98139","2280","OCTOCRYLENE","I","5","%","","","N","W/W","","Octocrilène","%","","p/p"
"98139","755","AVOBENZONE","I","3","%","","","N","W/W","","Avobenzone","%","","p/p"
"98153","11104","ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","I","2","MG","","","N","ML","","Ondansétron (Chlorhydrate d'ondansétron dihydraté)","MG","","ML"
"98182","197","BENZALKONIUM CHLORIDE","I","8.68","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"98182","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","6.51","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"98182","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","2.604","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"98182","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","3.906","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"98185","182","DIPHENHYDRAMINE HYDROCHLORIDE","I","50","MG","","","N","","","Chlorhydrate de diphénhydramine","MG","",""
"98189","9117","MORPHINE SULFATE","I","50","MG","","50","N","ML","","Sulfate de morphine","MG","","ML"
"98195","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","","N","SACHET","","Chlorhydrate de phényléphrine","MG","","SACHET"
"98195","270","ACETAMINOPHEN","I","325","MG","","","N","SACHET","","Acétaminophène","MG","","SACHET"
"98195","6895","PHENIRAMINE MALEATE","I","20","MG","","","N","SACHET","","Maléate de phéniramine","MG","","SACHET"
"98196","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","","N","SACHET","","Chlorhydrate de phényléphrine","MG","","SACHET"
"98196","270","ACETAMINOPHEN","I","650","MG","","","N","SACHET","","Acétaminophène","MG","","SACHET"
"98196","6895","PHENIRAMINE MALEATE","I","20","MG","","","N","SACHET","","Maléate de phéniramine","MG","","SACHET"
"98197","10290","SODIUM CITRATE","I","3.18","G","","","N","L","DIHYDRATE  2019.09.24. CORRECTION TO THE STRENGTH FROM 1.05 TO 3.18G/L","Citrate de sodium","G","","L"
"98197","10292","SODIUM ACETATE","I","4.42","G","","","N","L","TRIHYDRATE","Acétate de sodium","G","","L"
"98197","20809","DISODIUM PHOSPHATE","I","3.05","G","","","N","L","ANHYDROUS  ","DISODIUM PHOSPHATE","G","","L"
"98197","4753","SODIUM PHOSPHATE MONOBASIC","I","1.05","G","","","N","L","","Phosphate de sodium monobasique","G","","L"
"98197","49","MAGNESIUM CHLORIDE","I","0.3","G","","","N","L","HEXAHYDRATE","Chlorure de magnésium","G","","L"
"98197","53","POTASSIUM CHLORIDE","I","0.37","G","","","N","L","","Chlorure de potassium","G","","L"
"98197","55","SODIUM CHLORIDE","I","4.05","G","","","N","L","","Chlorure de sodium","G","","L"
"98200","93","CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE)","I","250","MG","","","N","","","Ciprofloxacine (Chlorhydrate de ciprofloxacine)","MG","",""
"98202","93","CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE)","I","750","MG","","","N","","","Ciprofloxacine (Chlorhydrate de ciprofloxacine)","MG","",""
"98204","23356","TALAZOPARIB (TALAZOPARIB TOSYLATE)","I","0.25","MG","","","N","","","Talazoparib (Tosylate de talazoparib)","MG","",""
"98205","23356","TALAZOPARIB (TALAZOPARIB TOSYLATE)","I","1","MG","","","N","","","Talazoparib (Tosylate de talazoparib)","MG","",""
"98207","10290","SODIUM CITRATE","I","3.18","G","","","N","L","DIHYDRATE","Citrate de sodium","G","","L"
"98207","10292","SODIUM ACETATE","I","4.42","G","","","N","L","TRIHYDRATE","Acétate de sodium","G","","L"
"98207","20809","DISODIUM PHOSPHATE","I","3.05","G","","","N","L","ANHYDROUS","DISODIUM PHOSPHATE","G","","L"
"98207","4753","SODIUM PHOSPHATE MONOBASIC","I","1.05","G","","","N","L","","Phosphate de sodium monobasique","G","","L"
"98207","49","MAGNESIUM CHLORIDE","I","0.3","G","","","N","L","HEXAHYDRATE","Chlorure de magnésium","G","","L"
"98207","53","POTASSIUM CHLORIDE","I","0.37","G","","","N","L","","Chlorure de potassium","G","","L"
"98207","55","SODIUM CHLORIDE","I","4.05","G","","","N","L","","Chlorure de sodium","G","","L"
"98212","698","POLYETHYLENE GLYCOL 3350","I","100","%","","","N","W/W","","POLYETHYLENE GLYCOL 3350","%","","p/p"
"98220","11101","AMOXICILLIN (AMOXICILLIN TRIHYDRATE)","I","250","MG","","","N","","","Amoxicilline (Trihydrate d'amoxicilline)","MG","",""
"98237","8618","ERYTHROMYCIN","I","5","MG","","","N","G","","Érythromycine","MG","","G"
"98248","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.052","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"98252","662","PYRITHIONE ZINC","I","0.1","%","","","N","W/W","","Pyrithione zincique","%","","p/p"
"98253","21534","NEBIVOLOL (NEBIVOLOL HYDROCHLORIDE)","I","2.5","MG","","","N","","","Nébivolol (Chlorhydrate de Nébivolol)","MG","",""
"98254","21534","NEBIVOLOL (NEBIVOLOL HYDROCHLORIDE)","I","5","MG","","","N","","","Nébivolol (Chlorhydrate de Nébivolol)","MG","",""
"98255","21534","NEBIVOLOL (NEBIVOLOL HYDROCHLORIDE)","I","20","MG","","","N","","","Nébivolol (Chlorhydrate de Nébivolol)","MG","",""
"98256","9615","GUAIFENESIN","I","400","MG","","","N","","","Guaïfénésine","MG","",""
"98257","12049","OCTINOXATE","I","3","%","","","N","W/W","","Octinoxate","%","","p/p"
"98257","12634","ENSULIZOLE","I","1","%","","","N","W/W","","Ensulizole","%","","p/p"
"98257","727","TITANIUM DIOXIDE","I","2.4","%","","","N","W/W","","Dioxyde de titane","%","","p/p"
"98264","9152","DOCUSATE SODIUM","I","100","MG","","","N","","","Docusate sodique","MG","",""
"98277","12048","OCTISALATE","I","5","%","","","N","W/W","","Octisalate","%","","p/p"
"98277","1970","HOMOSALATE","I","10","%","","","N","W/W","","Homosalate","%","","p/p"
"98277","2280","OCTOCRYLENE","I","9","%","","","N","W/W","","Octocrilène","%","","p/p"
"98277","755","AVOBENZONE","I","3","%","","","N","W/W","","Avobenzone","%","","p/p"
"98286","10224","DOXYLAMINE SUCCINATE","I","12.5","MG","","30","N","ML","","Succinate de doxylamine","MG","","ML"
"98286","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","20","MG","","30","N","ML","","Bromhydrate de dextrométhorphane","MG","","ML"
"98286","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","30","N","ML","","Chlorhydrate de phényléphrine","MG","","ML"
"98286","270","ACETAMINOPHEN","I","650","MG","","30","N","ML","","Acétaminophène","MG","","ML"
"98311","197","BENZALKONIUM CHLORIDE","I","10","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"98312","197","BENZALKONIUM CHLORIDE","I","8.68","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"98312","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","6.51","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"98312","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","3.255","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"98312","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","3.255","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"98317","23381","NETILMICIN (NETILMICIN SULFATE)","I","0.3","%","","","N","W/V","","Nétilmicine (Sulfate de nétilmicine)","%","","p/v"
"98317","7600","DEXAMETHASONE (DEXAMETHASONE SODIUM PHOSPHATE)","I","0.1","%","","","N","W/V","","Dexaméthasone (Phosphate de dexaméthasone sodique)","%","","p/v"
"98318","23381","NETILMICIN (NETILMICIN SULFATE)","I","0.3","%","","","N","W/V","","Nétilmicine (Sulfate de nétilmicine)","%","","p/v"
"98318","7600","DEXAMETHASONE (DEXAMETHASONE SODIUM PHOSPHATE)","I","0.1","%","","","N","W/V","","Dexaméthasone (Phosphate de dexaméthasone sodique)","%","","p/v"
"98323","23382","ERDAFITINIB","I","4","MG","","","N","","","Erdafitinib","MG","",""
"98338","182","DIPHENHYDRAMINE HYDROCHLORIDE","I","25","MG","","","N","","","Chlorhydrate de diphénhydramine","MG","",""
"98338","2609","IBUPROFEN","I","200","MG","","","N","","","Ibuprofène","MG","",""
"98340","11101","AMOXICILLIN (AMOXICILLIN TRIHYDRATE)","I","125","MG","","5","N","ML","","Amoxicilline (Trihydrate d'amoxicilline)","MG","","ML"
"98345","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","20","MG","","","N","SACHET","","Bromhydrate de dextrométhorphane","MG","","SACHET"
"98345","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","","N","SACHET","","Chlorhydrate de phényléphrine","MG","","SACHET"
"98345","270","ACETAMINOPHEN","I","500","MG","","","N","SACHET","","Acétaminophène","MG","","SACHET"
"98346","2373","MICONAZOLE NITRATE","I","2","%","","","N","W/V","","Nitrate de miconazole","%","","p/v"
"98346","626","CHLORHEXIDINE GLUCONATE","I","2","%","","","N","W/V","","Gluconate de chlorhexidine","%","","p/v"
"98347","21178","FESOTERODINE FUMARATE","I","4","MG","","","N","","","Fumarate de Fésotérodine","MG","",""
"98348","21178","FESOTERODINE FUMARATE","I","8","MG","","","N","","","Fumarate de Fésotérodine","MG","",""
"98352","1299","LORATADINE","I","10","MG","","","N","","","Loratadine","MG","",""
"98353","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","30","MG","","","N","SACHET","","Bromhydrate de dextrométhorphane","MG","","SACHET"
"98353","270","ACETAMINOPHEN","I","1000","MG","","","N","SACHET","","Acétaminophène","MG","","SACHET"
"98353","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","60","MG","","","N","SACHET","","Chlorhydrate de pseudoéphédrine","MG","","SACHET"
"98358","22048","DIMETHYL FUMARATE","I","120","MG","","","N","","","Fumarate de diméthyle","MG","",""
