DRUG_CODE,PRODUCT_CATEGORIZATION,CLASS,DRUG_IDENTIFICATION_NUMBER,BRAND_NAME,DESCRIPTOR,PEDIATRIC_FLAG,ACCESSION_NUMBER,NUMBER_OF_AIS,LAST_UPDATE_DATE,AI_GROUP_NO,CLASS_F,BRAND_NAME_F,DESCRIPTOR_F
"103031","","Human","02541661","APO-APREMILAST TABLETS","STARTER PACK","N","","3","25-JAN-2024","0356230001","Humain","","EMBALLAGE DE DÉPART"
"102552","","Human","02536773","BORTEZOMIB FOR INJECTION","SINGLE-USE VIAL","N","","1","20-NOV-2023","0150433001","Humain","BORTÉZOMIB POUR INJECTION","FLACON À USAGE UNIQUE"
"102043","","Human","02531291","TEVA-DEFERASIROX (TYPE J)","","N","","1","13-FEB-2024","0151733004","Humain","",""
"102045","","Human","02531305","TEVA-DEFERASIROX (TYPE J)","","N","","1","13-FEB-2024","0151733005","Humain","",""
"102046","","Human","02531313","TEVA-DEFERASIROX (TYPE J)","","N","","1","13-FEB-2024","0151733006","Humain","",""
"102834","","Human","02539594","DEXAMETHASONE UNIDOSE","","N","","1","25-JAN-2024","0106305005","Humain","DEXAMÉTHASONE UNIDOSE",""
"101563","","Disinfectant","02526549","CHECKERS RTU ALL PURPOSE CLEANER - DISINFECTANT - LAVENDER","","N","","2","24-JAN-2024","0205019024","Désinfectant","CHECKERS RTU NETTOYANT TOUT USAGE - DÉSINFECTANT - LAVANDE",""
"103130","","Disinfectant","02542765","REGARD DISINFECTANT CLEANER","","N","","2","31-OCT-2023","0205019003","Désinfectant","REGARD NETTOYANT DÉSIFECTANT",""
"103131","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02542773","VIM PUREBOOST MULTI-PURPOSE SPRAY","","N","","1","14-MAY-2024","0104993050","Désinfectant","",""
"102917","","Disinfectant","02540479","DÉSINFECTANT ET ASSAINISSEUR CONCENTRÉ SANS RINÇAGE CONCENTRATED DISINFECTANT AND NO RINSE SANITIZER","","N","","1","24-JAN-2024","0104993003","Désinfectant","",""
"102154","","Veterinary","02532514","MELOXIMED","","N","","1","30-JAN-2024","0131676005","Vétérinaire","",""
"102155","","Veterinary","02532522","MELOXIMED","","N","","1","30-JAN-2024","0131676006","Vétérinaire","",""
"102248","","Human","02533502","APO-QUINAPRIL / HCTZ TABLETS","","N","","2","25-OCT-2023","0231789001","Humain","",""
"102250","","Human","02533510","APO-QUINAPRIL / HCTZ TABLETS","","N","","2","25-OCT-2023","0231789002","Humain","",""
"101979","","Disinfectant","02530627","SPOR-KLENZ CONCENTRATE SPORICIDE","","N","","2","20-APR-2024","0223947013","Désinfectant","",""
"84105","","Human","02355868","ALLERGY RELIEF 10 MG","","N","","1","05-FEB-2024","0122686001","Humain","",""
"102414","","Human","02535289","CARBOPLATIN INJECTION","SINGLE USE","N","","1","22-JAN-2024","0117892002","Humain","","USAGE UNIQUE"
"101833","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02529149","COMET DISINFECTING CLEANER WITH BLEACH","","N","","1","24-JAN-2024","0106897019","Désinfectant","",""
"103101","","Human","02542447","UPH-SILDENAFIL","","N","","1","26-OCT-2023","0136261001","Humain","",""
"103102","","Human","02542455","UPH-SILDENAFIL","","N","","1","26-OCT-2023","0136261002","Humain","",""
"103103","","Human","02542463","UPH-SILDENAFIL","","N","","1","26-OCT-2023","0136261003","Humain","",""
"102957","","Human","02540908","MUCUS & PHLEGM RELIEF WITH COUGH CONTROL EXTRA STRENGTH","","N","","2","24-JAN-2024","0200826003","Humain","ÉLIMINATION DES MUCOSITÉS AVEC ANTITUSSIF EXTRA FORT",""
"101852","","Human","02529300","MIDAZOLAM INJECTION, USP","MULTIDOSE VIALS","N","","1","24-OCT-2023","0119935002","Humain","MIDAZOLAM INJECTION, USP","FIOLES MULTIDOSES"
"101853","","Human","02529319","MIDAZOLAM INJECTION, USP","MULTIDOSE VIALS","N","","1","24-OCT-2023","0119935001","Humain","MIDAZOLAM INJECTION, USP","FIOLES MULTIDOSES"
"102702","CAT IV - SUNBURN PROTECTANTS","Human","02538288","JEWELRY RADIANT CUSHION CREAM","","N","","4","20-NOV-2023","0433105006","Humain","",""
"101022","","Human","02520982","KIRSTY","MULTIDOSE VIAL","N","","1","07-JUN-2024","0144802001","Humain","","FLACON MULTIDOSE"
"102009","","Disinfectant","02530929","LYSOL BRAND VII DISINFECTING WIPES","","N","","1","24-JAN-2024","0102158017","Désinfectant","",""
"103245","","Human","02544024","NRA-URSODIOL","","N","","1","20-DEC-2023","0122789002","Humain","",""
"103246","","Human","02544032","NRA-URSODIOL","","N","","1","20-DEC-2023","0122789001","Humain","",""
"103385","","Disinfectant","02545047","CLOROXPRO CLOROX ECOCLEAN DISINFECTING WIPES","","N","","1","06-FEB-2024","0102158023","Désinfectant","",""
"102566","","Human","02536935","BUSULFAN FOR INJECTION","SINGLE-USE VIAL","N","","1","22-JAN-2024","0103273002","Humain","BUSULFAN POUR INJECTION","FLACON À USAGE UNIQUE"
"103032","","Human","02541688","APO-APREMILAST TABLETS","","N","","1","25-JAN-2024","0156231002","Humain","",""
"103048","","Disinfectant","02541874","STERI-PEROX 6% WIPE","","N","","1","24-JAN-2024","0106899002","Désinfectant","",""
"103479","","Human","02546078","FERINJECT","","N","","1","29-MAR-2024","0108536006","Humain","",""
"103188","","Human","02543419","AG-LETROZOLE TABLETS","","N","","1","24-NOV-2023","0132937001","Humain","",""
"103190","","Human","02543435","JAMP DOMPERIDONE TABLETS","","N","","1","08-DEC-2023","0116957001","Humain","",""
"102142","","Human","02532387","SUMATRIPTAN INJECTION, USP","0.5ML SINGLE-DOSE PREFILLED SYRINGE","N","","1","22-JAN-2024","0123238006","Humain","SUMATRIPTAN INJECTABLE, USP","0,5 ML SERINGUE UNIDOSE PRÉREMPLIE"
"102169","LS - BISMUTH SUBSALICYLATE","Human","02532670","PEPTO-BISMOL CHEWS","","N","","1","24-JAN-2024","0111864003","Humain","",""
"103807","","Human","02549204","RIVA-FINASTERIDE","","N","","1","28-JUN-2024","0124110002","Humain","",""
"103815","LS - COUGH AND COLD","Human","02549360","DAYQUIL KIDS HONEY","","N","","1","29-JUN-2024","0100807013","Humain","",""
"102410","","Human","02535270","CARVYKTI","SINGLE USE BAG","N","","1","19-JAN-2024","0164442001","Humain","","SAC À USAGE UNIQUE"
"102481","","Human","02535998","ACH-FESOTERODINE","","N","","1","23-JAN-2024","0153091001","Humain","ACH-FÉSOTÉRODINE",""
"102482","","Human","02536005","ACH-FESOTERODINE","","N","","1","23-JAN-2024","0153091002","Humain","ACH-FÉSOTÉRODINE",""
"103798","","Human","02549107","FAMOTIDINE","","N","","1","26-JUN-2024","0118722001","Humain","",""
"103799","","Human","02549115","FAMOTIDINE","","N","","1","26-JUN-2024","0118722002","Humain","",""
"103800","","Human","02549123","EBGLYSS","PREFILLED PEN","N","","1","25-JUN-2024","0165983001","Humain","",""
"103801","","Human","02549131","EBGLYSS","PREFILLED SYRINGE","N","","1","25-JUN-2024","0165983001","Humain","",""
"103146","","Human","02542943","ASPARLAS","","N","","1","22-DEC-2023","0165262001","Humain","",""
"103532","","Human","02546647","APO-LISDEXAMFETAMINE CAPSULES","","N","","1","03-JUN-2024","0152536006","Humain","",""
"103533","","Human","02546655","APO-LISDEXAMFETAMINE CAPSULES","","N","","1","03-JUN-2024","0152536003","Humain","",""
"103534","","Human","02546663","APO-LISDEXAMFETAMINE CAPSULES","","N","","1","03-JUN-2024","0152536001","Humain","",""
"103535","","Human","02546671","APO-LISDEXAMFETAMINE CAPSULES","","N","","1","03-JUN-2024","0152536004","Humain","",""
"103536","","Human","02546698","APO-LISDEXAMFETAMINE CAPSULES","","N","","1","03-JUN-2024","0152536002","Humain","",""
"103537","","Human","02546701","APO-LISDEXAMFETAMINE CAPSULES","","N","","1","03-JUN-2024","0152536005","Humain","",""
"103538","","Human","02546728","APO-LISDEXAMFETAMINE CAPSULES","","N","","1","03-JUN-2024","0152536007","Humain","",""
"102349","","Disinfectant","02534584","ACCEL 1","","N","","1","24-JAN-2024","0106899010","Désinfectant","",""
"103114","","Human","02542595","MINT-BACLOFEN","","N","","1","27-OCT-2023","0113246001","Humain","",""
"103115","","Human","02542609","MINT-BACLOFEN","","N","","1","27-OCT-2023","0113246002","Humain","",""
"103116","","Veterinary","02542625","ACTIONTEAT 52","","N","","1","26-OCT-2023","0103970015","Vétérinaire","",""
"103729","","Disinfectant","02548437","ALCOH-WIPE","","N","","1","06-JUN-2024","0105057004","Désinfectant","",""
"103733","CAT IV - ANTIDANDRUFF PRODUCTS","Human","02548453","PYRITHIONE ZINC DANDRUFF SHAMPOO MEN 2IN1 CITRUS & CEDAR","","N","","1","06-JUN-2024","0108628001","Humain","",""
"103761","","Human","02548763","GABAPENTIN","","N","","1","15-JUN-2024","0125929001","Humain","",""
"103762","","Human","02548771","GABAPENTIN","","N","","1","15-JUN-2024","0125929003","Humain","",""
"103763","","Human","02548798","GABAPENTIN","","N","","1","15-JUN-2024","0125929002","Humain","",""
"102364","LS - COUGH AND COLD","Human","02534754","DRY COUGH RELIEF EXTRA STRENGTH","","N","","1","24-JAN-2024","0100807001","Humain","SOULAGEMENT DE LA TOUX SÈCHE EXTRA FORT",""
"102365","LS - EXPECTORANT - ADULT","Human","02534762","MUCUS & PHLEGM RELIEF EXTRA STRENGTH","","N","","1","24-JAN-2024","0103181003","Humain","ÉLIMINATION DES MUCOSITÉS EXTRA FORT",""
"102397","","Disinfectant","02535092","AL21001-QUAT","","N","","2","24-JAN-2024","0205019003","Désinfectant","",""
"102400","","Human","02535122","JAMP LISDEXAMFETAMINE","","N","","1","03-JUN-2024","0152536006","Humain","",""
"102401","","Human","02535130","JAMP LISDEXAMFETAMINE","","N","","1","03-JUN-2024","0152536003","Humain","",""
"102402","","Human","02535149","JAMP LISDEXAMFETAMINE","","N","","1","03-JUN-2024","0152536001","Humain","",""
"103673","","Human","02547805","AURO-SITAGLIPTIN HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE","","N","","2","18-MAY-2024","0252656001","Humain","",""
"103674","","Human","02547813","AURO-SITAGLIPTIN HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE","","N","","2","18-MAY-2024","0252656002","Humain","",""
"103675","","Human","02547821","AURO-SITAGLIPTIN HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE","","N","","2","18-MAY-2024","0252656003","Humain","",""
"103677","","Human","02547856","LIDOCAINE HYDROCHLORIDE INJECTION USP","SINGLE USE","N","","1","11-JUN-2024","0101280001","Humain","","USAGE UNIQUE"
"102016","","Human","02531003","DILTIAZEM HYDROCHLORIDE INJECTION","SINGLE USE VIAL","N","","1","24-OCT-2023","0115863003","Humain","","FIOLE À USAGE UNIQUE"
"102128","","Human","02532212","AURO-SUNITINIB","","N","","1","25-OCT-2023","0151642004","Humain","",""
"102298","LS - ANORECTAL DRUG PRODUCTS","Human","02534010","NUMB SQUEEZE","","N","","2","24-JAN-2024","0264381001","Humain","",""
"102608","","Human","02537362","HYDROMORPHONE HYDROCHLORIDE INJECTION","SINGLE USE VIAL","N","","1","31-JAN-2024","0108698004","Humain","","FIOLE À USAGE UNIQUE"
"101855","","Disinfectant","02529335","ADVANCED DISINFECTANT SPRAY","","N","","2","24-JAN-2024","0205019024","Désinfectant","VAPORISATEUR DÉSINFECTANT ADVANCED",""
"102586","CAT IV - SUNBURN PROTECTANTS","Human","02537133","GLOW SCREEN SUNRISE","","N","","3","24-JAN-2024","0335121001","Humain","",""
"102824","","Human","02539497","METOPROLOL TARTRATE INJECTION USP","SINGLE DOSE VIAL","N","","1","23-JAN-2024","0111923004","Humain","TARTRATE DE MÉTOPROLOL INJECTION USP","FLACON À DOSE UNIQUE"
"102825","","Human","02539500","ERTAPENEM FOR INJECTION","SINGLE-USE VIAL","N","","1","25-OCT-2023","0149104001","Humain","ERTAPÉNEM POUR INJECTION","FLACON À USAGE UNIQUE"
"102842","","Disinfectant","02539675","ACTICIDE C&D 09 WIPES","","N","","2","18-JAN-2024","0213172054","Désinfectant","",""
"102843","LS - ANORECTAL DRUG PRODUCTS","Human","02539683","ZENSA ANORECTAL GEL","","N","","2","24-JAN-2024","0264821001","Humain","",""
"102845","","Disinfectant","02539691","CITRIVIR1 RTU","","N","","1","11-JAN-2024","0102158021","Désinfectant","",""
"102914","","Veterinary","02540444","WELLMARK CHLORHEXIDINE SHAMPOO","","N","","1","25-JAN-2024","0107629004","Vétérinaire","",""
"102489","","Human","02536072","CANDESARTAN/HCTZ","","N","","2","25-OCT-2023","0244181003","Humain","",""
"102788","","Disinfectant","02539233","VESTA-SYDE SQ 64 ST READY-TO-USE DISINFECTANT WIPES","","N","","2","24-JAN-2024","0260390001","Désinfectant","",""
"103349","","Human","02544857","PEGYLATED LIPOSOMAL DOXORUBICIN HYDROCHLORIDE FOR INJECTION","SINGLE-USE VIAL","N","","1","08-FEB-2024","0110825002","Humain","","FIOLE UNIDOSE"
"103118","","Veterinary","02542633","ACTIONTEAT 110","","N","","1","26-OCT-2023","0103970003","Vétérinaire","",""
"103666","","Human","02547732","PRALUENT","SINGLE-USE PREFILLED PEN","N","","1","22-MAY-2024","0158030002","Humain","","STYLO PRÉREMPLI À USAGE UNIQUE"
"103678","","Human","02547864","JAMP FLUCONAZOLE 150 MG","","N","","1","30-MAY-2024","0122529004","Humain","",""
"102403","","Human","02535157","JAMP LISDEXAMFETAMINE","","N","","1","03-JUN-2024","0152536004","Humain","",""
"102404","","Human","02535165","JAMP LISDEXAMFETAMINE","","N","","1","03-JUN-2024","0152536002","Humain","",""
"102405","","Human","02535173","JAMP LISDEXAMFETAMINE","","N","","1","03-JUN-2024","0152536005","Humain","",""
"102406","","Human","02535181","JAMP LISDEXAMFETAMINE","","N","","1","03-JUN-2024","0152536007","Humain","",""
"103444","","Human","02545691","IBUPROFEN MINI LIQUID CAPSULES","","N","","1","04-MAR-2024","0108883004","Humain","",""
"102476","","Human","02535947","DILTIAZEM HYDROCHLORIDE INJECTION","","N","","1","24-OCT-2023","0115863003","Humain","CHLORHYDRATE DE DILTIAZEM INJECTABLE",""
"102311","","Human","02534169","NUWIQ","ANTIHEMOPHILIC FACTOR (RECOMBINANT, B-DOMAIN DELETED). SINGLE USE VIAL & 2.5ML PREFILLED DILUENT SYRINGE","N","","2","29-JAN-2024","0256190008","Humain","","FACTEUR ANTIHÉMOPHILIQUE (RECOMBINANT ET DÉPOURVU DU DOMAINE B). FLACON À USAGE UNIQUE ET SERINGUE DE DILUANT PRÉREMPLIE DE 2,5 ML"
"103714","","Human","02548259","EUGIA-BROMFENAC","","N","","1","29-MAY-2024","0156750001","Humain","",""
"103758","","Human","02548739","PRZ-NEBIVOLOL","","N","","1","14-JUN-2024","0153531004","Humain","",""
"103313","","Disinfectant","02544547","SCRUBBING BUBBLES DISINFECTANT RESTROOM CLEANER II","","N","","4","13-JAN-2024","0414758061","Désinfectant","",""
"103074","","Human","02542145","STERILE WATER FOR INJECTION USP","","N","","1","26-APR-2024","0105143002","Humain","EAU STÉRILE POUR PRÉPARATIONS INJECTABLES USP",""
"103075","","Human","02542153","MAGNESIUM SULFATE IN WATER FOR INJECTION","","N","","1","15-JAN-2024","0105356011","Humain","SULFATE DE MAGNESIUM DANS L'EAU POUR INJECTION",""
"103076","","Human","02542161","MAGNESIUM SULFATE IN WATER FOR INJECTION","","N","","1","15-JAN-2024","0105356016","Humain","SULFATE DE MAGNESIUM DANS L'EAU POUR INJECTION",""
"103391","","Veterinary","02545128","TETRA-BAC 1000","","N","","1","09-FEB-2024","0105499006","Vétérinaire","",""
"103328","","Disinfectant","02544717","OXYSURF","","N","","3","20-JAN-2024","0365702001","Désinfectant","",""
"103769","CAT IV - SUNBURN PROTECTANTS","Human","02548860","SPORT ACTIVE DEFENSE SUNSCREEN SPF 70","","N","","4","18-JUN-2024","0451521048","Humain","",""
"103787","","Human","02548984","IXCHIQ","","N","","1","26-JUN-2024","0165964001","Humain","",""
"101669","","Disinfectant","02527642","ENVIRONIZE HORTISAN","","N","","1","24-JAN-2024","0152812001","Désinfectant","ENVIRONIZE HORTISAN",""
"102690","","Human","02538164","VAXCHORA","","N","","1","11-JAN-2024","0164701001","Humain","VAXCHORA",""
"103671","","Disinfectant","02547783","SCRUBBING BUBBLES DISINFECTANT RESTROOM CLEANER III","","N","","1","17-MAY-2024","0104993049","Désinfectant","",""
"103672","CAT IV - SUNBURN PROTECTANTS","Human","02547791","COPPERTONE SUNSCREEN SPF 30 SPRAY SPORT","","N","","4","17-MAY-2024","0451521131","Humain","",""
"101737","","Human","02528134","LETYBO","SINGLE USE VIAL","N","","1","23-OCT-2023","0163821001","Humain","LETYBO","FLACON À USAGE UNIQUE"
"103522","","Human","02546531","NORDIMET","PRE-FILLED PEN","N","","1","28-MAR-2024","0107545002","Humain","","STYLO PRÉREMPLI"
"103523","","Human","02546558","NORDIMET","PRE-FILLED PEN","N","","1","28-MAR-2024","0107545002","Humain","","STYLO PRÉREMPLI"
"101638","","Human","02527324","MIDOL BLOAT RELIEF","","N","","1","25-OCT-2023","0142081001","Humain","MIDOL ANTI-BALLONNEMENTS",""
"101967","LS - LAXATIVES (STOOL SOFTENER)","Human","02530538","NRA-DOCUSATE SODIUM","","N","","1","25-JAN-2024","0104351002","Humain","",""
"103509","","Human","02546396","JAMP LEVOCARB","","N","","2","15-MAR-2024","0210315002","Humain","",""
"103054","","Human","02541939","M-PREGABALIN","","N","","1","25-JAN-2024","0151121004","Humain","",""
"103055","","Human","02541947","M-PREGABALIN","","N","","1","25-JAN-2024","0151121006","Humain","",""
"103056","","Human","02541955","M-PREGABALIN","","N","","1","25-JAN-2024","0151121007","Humain","",""
"103058","","Human","02541971","ARSENIC TRIOXIDE FOR INJECTION","SINGLE USE","N","","1","25-JAN-2024","0108756004","Humain","TRIOXYDE D'ARSENIC POUR INJECTION","USAGE UNIQUE"
"102911","","Veterinary","02540401","WELLMARK DOG DEWORMER","","N","","1","25-JAN-2024","0102269011","Vétérinaire","",""
"102912","","Veterinary","02540428","WELLMARK CAT DEWORMER","","N","","1","25-OCT-2023","0102269011","Vétérinaire","",""
"78513","","Human","02299763","TARO-QUINAPRIL","","N","","1","06-FEB-2024","0123206002","Humain","",""
"103095","","Human","02542382","AG-ZOLPIDEM ODT","","N","","1","16-OCT-2023","0122857001","Humain","",""
"103096","","Human","02542390","AG-ZOLPIDEM ODT","","N","","1","16-OCT-2023","0122857002","Humain","",""
"89986","","Human","02415240","PANTOPRAZOLE","","N","","1","30-JAN-2024","0133229001","Humain","",""
"102252","","Human","02533537","0.9% SODIUM CHLORIDE INJECTION, USP","","N","","1","25-JAN-2024","0100053002","Humain","CHLORURE DE SODIUM INJECTABLE À 0,9%, USP",""
"102254","","Human","02533553","MIFISO","","N","","2","23-JAN-2024","0257170002","Humain","",""
"102260","","Human","02533626","JACK & JILL MULTI-SYMPTOM COLD & COUGH","","N","","2","18-JAN-2024","0214697002","Humain","",""
"102265","","Human","02533685","AURO-GEFITINIB","","N","","1","22-JAN-2024","0149783001","Humain","",""
"103067","","Human","02542072","ÉMULSION UV PROTECTRICE POUR LE CORPS PROTECTIVE UV EMULSION FOR BODY","","N","","4","15-JAN-2024","0452245002","Humain","",""
"103077","","Human","02542188","M-TRANYLCYPROMINE","","N","","1","25-JAN-2024","0102102001","Humain","",""
"103078","","Human","02542196","LIDOCAINE HYDROCHLORIDE INJECTION","SINGLE-USE AMPOULE","N","","1","14-DEC-2023","0101280004","Humain","CHLORHYDRATE DE LIDOCAÏNE INJECTABLE","AMPOULE À USAGE UNIQUE"
"103079","","Human","02542218","LIDOCAINE HYDROCHLORIDE INJECTION","SINGLE-USE AMPOULE","N","","1","09-FEB-2024","0101280001","Humain","CHLORHYDRATE DE LIDOCAÏNE INJECTABLE","AMPOULE À USAGE UNIQUE"
"101980","","Human","02530635","FULVESTRANT INJECTABLE","","N","","1","22-JAN-2024","0149744001","Humain","FULVESTRANT INJECTION",""
"101982","","Human","02530643","CYANOCOBALAMIN INJECTION USP","","N","","1","30-OCT-2023","0108437002","Humain","",""
"103524","","Human","02546566","NORDIMET","PRE-FILLED PEN","N","","1","28-MAR-2024","0107545002","Humain","","STYLO PRÉREMPLI"
"103525","","Human","02546574","NORDIMET","PRE-FILLED PEN","N","","1","28-MAR-2024","0107545002","Humain","","STYLO PRÉREMPLI"
"103526","","Human","02546582","NORDIMET","PRE-FILLED PEN","N","","1","28-MAR-2024","0107545002","Humain","","STYLO PRÉREMPLI"
"103527","","Human","02546590","NORDIMET","PRE-FILLED PEN","N","","1","28-MAR-2024","0107545002","Humain","","STYLO PRÉREMPLI"
"103528","","Human","02546604","NORDIMET","PRE-FILLED PEN","N","","1","28-MAR-2024","0107545002","Humain","","STYLO PRÉREMPLI"
"103529","","Human","02546612","NORDIMET","PRE-FILLED PEN","N","","1","28-MAR-2024","0107545002","Humain","","STYLO PRÉREMPLI"
"102217","","Human","02533162","COMPLETE HYPOALLERGENIC SPF60 LOTION","","N","","7","24-JAN-2024","0763701001","Humain","COMPLETE LOTION FPS60 HYPOALLERGÉNIQUE",""
"103422","","Human","02545462","ATORVASTATIN","","N","","1","20-FEB-2024","0133055001","Humain","",""
"103423","","Human","02545470","ATORVASTATIN","","N","","1","20-FEB-2024","0133055002","Humain","",""
"103424","","Human","02545489","ATORVASTATIN","","N","","1","20-FEB-2024","0133055003","Humain","",""
"103425","","Human","02545497","ATORVASTATIN","","N","","1","20-FEB-2024","0133055004","Humain","",""
"103439","CAT IV - SUNBURN PROTECTANTS","Human","02545640","GLOW BODY MIST","SOLUTION","N","","4","10-MAY-2024","0451521043","Humain","BRUME LUMINEUSE POUR LE CORPS",""
"101734","","Disinfectant","02528088","MOLD ERASE","","N","","1","24-JAN-2024","0106897003","Désinfectant","EFFACEMENT DE MOISISSURE",""
"103045","","Human","02541831","COMIRNATY OMICRON XBB.1.5","2.25 ML MULTIDOSE VIAL","N","","1","01-DEC-2023","0165061003","Humain","COMIRNATY OMICRON XBB.1.5","2,25 ML FIOLE MULTIDOSE"
"103449","","Disinfectant","02545756","REVEL WIPES","","N","","1","29-FEB-2024","0102158021","Désinfectant","",""
"103468","","Human","02545969","AZITHROMYCIN","","N","","1","05-MAR-2024","0126072001","Humain","",""
"103510","","Human","02546418","JAMP LEVOCARB","","N","","2","15-MAR-2024","0210315003","Humain","",""
"103511","","Human","02546426","JAMP LEVOCARB","","N","","2","15-MAR-2024","0210315001","Humain","",""
"102468","","Human","02535866","NAT-DAPAGLIFLOZIN","","N","","1","22-JAN-2024","0156370001","Humain","",""
"102469","","Human","02535874","NAT-DAPAGLIFLOZIN","","N","","1","22-JAN-2024","0156370002","Humain","",""
"102470","","Human","02535882","FUROSEMIDE INJECTION, USP","SINGLE USE VIALS","N","","1","01-FEB-2024","0101944003","Humain","INJECTION DE FUROSÉMIDE, USP","FIOLES À USAGE UNIQUE"
"103596","CAT IV - SUNBURN PROTECTANTS","Human","02547325","FUTURE SOLUTION LX UNIVERSAL DEFENSE","","N","","3","26-APR-2024","0352587007","Humain","",""
"102921","","Human","02540517","ARSENIC TRIOXIDE FOR INJECTION","SINGLE USE","N","","1","23-JAN-2024","0108756004","Humain","TRIOXYDE D'ARSENIC POUR INJECTION","USAGE UNIQUE"
"101544","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02526344","MOXIE PINE CLEANER AND DISINFECTANT","","N","","1","24-JAN-2024","0133161005","Désinfectant","",""
"103750","","Disinfectant","02548658","SCRUBBING BUBBLES BATHROOM GRIME FIGHTER","","N","","4","13-JUN-2024","0414758061","Désinfectant","",""
"94366","","Human","02456672","SELEXID","","N","","1","06-FEB-2024","0158390002","Humain","",""
"102097","","Human","02531887","MINT-MEMANTINE","","N","","1","23-JAN-2024","0150423001","Humain","",""
"102251","","Human","02533529","APO-QUINAPRIL / HCTZ TABLETS","","N","","2","25-OCT-2023","0231789003","Humain","",""
"103752","","Human","02548674","FAMOTIDINE (ACID CONTROLLER) TABLETS","","N","","1","14-JUN-2024","0118722001","Humain","",""
"103427","","Human","02545519","SITAGLIPTIN","","N","","1","21-FEB-2024","0152414002","Humain","",""
"103428","","Human","02545527","SITAGLIPTIN","","N","","1","21-FEB-2024","0152414003","Humain","",""
"103429","","Human","02545535","SITAGLIPTIN","","N","","1","21-FEB-2024","0152414001","Humain","",""
"103430","","Veterinary","02545543","C-HEX 55","","N","","1","29-FEB-2024","0107629003","Vétérinaire","",""
"102848","","Human","02539748","LINEZOLID INJECTION","","N","","1","22-JAN-2024","0143501003","Humain","",""
"101793","","Human","02528746","PEMETREXED DISODIUM FOR INJECTION","SINGLE USE VIAL","N","","1","25-OCT-2023","0150104002","Humain","PÉMÉTREXED DISODIQUE POUR INJECTION","FIOLE À USAGE UNIQUE"
"101794","","Human","02528754","PEMETREXED DISODIUM FOR INJECTION","SINGLE USE VIAL","N","","1","25-OCT-2023","0150104001","Humain","PÉMÉTREXED DISODIQUE POUR INJECTION","FIOLE À USAGE UNIQUE"
"101795","","Human","02528762","PEMETREXED DISODIUM FOR INJECTION","SINGLE USE VIAL","N","","1","25-OCT-2023","0150104003","Humain","PÉMÉTREXED DISODIQUE POUR INJECTION","FIOLE À USAGE UNIQUE"
"101796","","Human","02528770","IRINOTECAN HYDROCHLORIDE INJECTION","","N","","1","25-OCT-2023","0132910001","Humain","INJECTION DE CHLORHYDRATE D'IRINOTÉCAN",""
"101798","","Human","02528797","IRINOTECAN HYDROCHLORIDE INJECTION","","N","","1","25-OCT-2023","0132910001","Humain","INJECTION DE CHLORHYDRATE D'IRINOTÉCAN",""
"101799","","Human","02528800","IRINOTECAN HYDROCHLORIDE INJECTION","","N","","1","25-OCT-2023","0132910001","Humain","INJECTION DE CHLORHYDRATE D'IRINOTÉCAN",""
"101800","","Human","02528819","MEROPENEM FOR INJECTION","SINGLE USE VIAL","N","","1","20-NOV-2023","0128599001","Humain","MÉROPÉNEM POUR INJECTION","FIOLE À USAGE UNIQUE"
"101801","","Human","02528827","MEROPENEM FOR INJECTION","SINGLE USE VIAL","N","","1","20-NOV-2023","0128599002","Humain","MÉROPÉNEM POUR INJECTION","FIOLE À USAGE UNIQUE"
"101802","","Human","02528835","PANTOPRAZOLE FOR INJECTION","SINGLE USE VIAL","N","","1","19-JAN-2024","0133229001","Humain","PANTOPRAZOLE POUR INJECTION","FIOLE À USAGE UNIQUE"
"102755","","Human","02538865","STERILE WATER FOR INJECTION, USP","","N","","1","25-JAN-2024","0105143002","Humain","EAU STÉRILE POUR INJECTION, USP",""
"103564","","Human","02546973","NIOPEG","PREFILLED SYRINGE","N","","1","23-APR-2024","0149962001","Humain","","SERINGUE PRÉREMPLIE"
"101876","","Disinfectant","02529483","EXELERATE CSD 15","","N","","2","19-JAN-2024","0263921002","Désinfectant","EXELERATE CSD 15",""
"102315","","Disinfectant","02534207","HIGHMARK DISINFECTANT WIPES-SCENT FREE","","N","","2","24-JAN-2024","0205019038","Désinfectant","",""
"103583","","Human","02547198","JAMP CEFUROXIME","","N","","1","24-APR-2024","0122448001","Humain","",""
"103584","","Human","02547201","JAMP CEFUROXIME","","N","","1","24-APR-2024","0122448002","Humain","",""
"101809","","Human","02528916","CARBOPLATIN INJECTION","SINGLE USE","N","","1","19-JAN-2024","0117892002","Humain","","USAGE UNIQUE"
"102971","","Human","02541033","NITROGLYCERIN INJECTION USP","SINGLE USE VIALS","N","","1","25-JAN-2024","0103615007","Humain","","FIOLES À SAGE UNIQUE"
"102978","","Human","02541114","CLOSYS HEALTHY GUMS","","N","","1","24-JAN-2024","0106834010","Humain","",""
