DRUG_CODE,ROUTE_OF_ADMINISTRATION_CODE,ROUTE_OF_ADMINISTRATION,ROUTE_OF_ADMINISTRATION_F
"100153","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100153","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100153","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100153","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100153","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100290","56","ORAL","Orale"
"100291","56","ORAL","Orale"
"100760","56","ORAL","Orale"
"100823","56","ORAL","Orale"
"100824","56","ORAL","Orale"
"100825","56","ORAL","Orale"
"100826","56","ORAL","Orale"
"100827","56","ORAL","Orale"
"100828","56","ORAL","Orale"
"100829","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100829","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100829","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100829","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100884","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100884","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100884","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99948","70","TOPICAL","Topique"
"100231","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100231","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100231","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100231","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100231","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100485","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100485","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100485","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100485","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"98979","22","INTRAMUSCULAR","Intramusculaire"
"98979","49","INTRAVENOUS","Intraveineuse"
"99302","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99302","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99302","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99835","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99837","56","ORAL","Orale"
"100341","70","TOPICAL","Topique"
"100347","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100347","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100347","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100347","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100347","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100860","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"103641","56","ORAL","Orale"
"102487","65","SUBCUTANEOUS","Sous-cutanée"
"102490","65","SUBCUTANEOUS","Sous-cutanée"
"102491","65","SUBCUTANEOUS","Sous-cutanée"
"102492","65","SUBCUTANEOUS","Sous-cutanée"
"103136","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103136","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103136","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"103443","105","TOPICAL (COMMERCIAL)","Topique (Milieu commercial)"
"102285","6","HAEMODIALYSIS","Hémodialyse"
"102471","49","INTRAVENOUS","Intraveineuse"
"102471","65","SUBCUTANEOUS","Sous-cutanée"
"102472","49","INTRAVENOUS","Intraveineuse"
"102472","65","SUBCUTANEOUS","Sous-cutanée"
"102473","49","INTRAVENOUS","Intraveineuse"
"102473","65","SUBCUTANEOUS","Sous-cutanée"
"102474","49","INTRAVENOUS","Intraveineuse"
"102474","65","SUBCUTANEOUS","Sous-cutanée"
"103707","56","ORAL","Orale"
"60952","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"60952","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102423","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102423","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102423","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102423","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103141","70","TOPICAL","Topique"
"103142","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103142","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"103142","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103142","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102914","70","TOPICAL","Topique"
"103106","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"103158","56","ORAL","Orale"
"103164","70","TOPICAL","Topique"
"102137","70","TOPICAL","Topique"
"103192","56","ORAL","Orale"
"103766","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103766","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103766","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"82560","56","ORAL","Orale"
"85429","56","ORAL","Orale"
"85430","56","ORAL","Orale"
"85447","56","ORAL","Orale"
"85458","56","ORAL","Orale"
"85466","65","SUBCUTANEOUS","Sous-cutanée"
"85465","65","SUBCUTANEOUS","Sous-cutanée"
"85465","19","INTRADERMAL","Intradermique"
"85466","19","INTRADERMAL","Intradermique"
"85516","56","ORAL","Orale"
"101518","49","INTRAVENOUS","Intraveineuse"
"99069","56","ORAL","Orale"
"99215","65","SUBCUTANEOUS","Sous-cutanée"
"99414","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99414","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99414","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99449","56","ORAL","Orale"
"99454","56","ORAL","Orale"
"99455","56","ORAL","Orale"
"99456","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99456","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99456","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99456","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99456","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"99457","56","ORAL","Orale"
"100594","65","SUBCUTANEOUS","Sous-cutanée"
"100795","49","INTRAVENOUS","Intraveineuse"
"100796","56","ORAL","Orale"
"100797","56","ORAL","Orale"
"100798","56","ORAL","Orale"
"100799","56","ORAL","Orale"
"99894","70","TOPICAL","Topique"
"100091","49","INTRAVENOUS","Intraveineuse"
"100092","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"100485","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100671","56","ORAL","Orale"
"100724","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100724","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100724","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100724","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101259","55","OPHTHALMIC","Ophtalmique"
"99026","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"99026","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99026","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99026","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99026","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99432","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"99432","7","EPIDURAL","Épidurale"
"99433","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"99478","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99478","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99478","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99478","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99480","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"99491","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99491","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99681","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"99681","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99681","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99681","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99681","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99762","49","INTRAVENOUS","Intraveineuse"
"99813","56","ORAL","Orale"
"99814","56","ORAL","Orale"
"99815","56","ORAL","Orale"
"99816","56","ORAL","Orale"
"99817","56","ORAL","Orale"
"99818","56","ORAL","Orale"
"99819","56","ORAL","Orale"
"99820","56","ORAL","Orale"
"99824","56","ORAL","Orale"
"102506","22","INTRAMUSCULAR","Intramusculaire"
"102925","22","INTRAMUSCULAR","Intramusculaire"
"102927","56","ORAL","Orale"
"102931","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102931","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102931","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102936","55","OPHTHALMIC","Ophtalmique"
"102937","56","ORAL","Orale"
"102939","70","TOPICAL","Topique"
"102525","56","ORAL","Orale"
"102530","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102530","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102530","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102530","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102530","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102913","70","TOPICAL","Topique"
"102623","105","TOPICAL (COMMERCIAL)","Topique (Milieu commercial)"
"102990","70","TOPICAL","Topique"
"102998","56","ORAL","Orale"
"102999","56","ORAL","Orale"
"102346","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102346","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102346","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102346","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102346","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102347","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102347","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102347","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102347","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102580","49","INTRAVENOUS","Intraveineuse"
"103440","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103440","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103440","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103440","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"101846","70","TOPICAL","Topique"
"103049","56","ORAL","Orale"
"103050","56","ORAL","Orale"
"103052","56","ORAL","Orale"
"103059","49","INTRAVENOUS","Intraveineuse"
"103060","49","INTRAVENOUS","Intraveineuse"
"103061","74","VAGINAL","Vaginale"
"101932","56","ORAL","Orale"
"102814","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102814","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102814","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101922","49","INTRAVENOUS","Intraveineuse"
"103566","70","TOPICAL","Topique"
"103668","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"103668","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103668","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"103668","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103668","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101734","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101734","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102142","65","SUBCUTANEOUS","Sous-cutanée"
"103239","49","INTRAVENOUS","Intraveineuse"
"103241","49","INTRAVENOUS","Intraveineuse"
"103265","70","TOPICAL","Topique"
"103266","49","INTRAVENOUS","Intraveineuse"
"103266","22","INTRAMUSCULAR","Intramusculaire"
"103266","65","SUBCUTANEOUS","Sous-cutanée"
"103268","49","INTRAVENOUS","Intraveineuse"
"103270","56","ORAL","Orale"
"103282","56","ORAL","Orale"
"103280","56","ORAL","Orale"
"103281","56","ORAL","Orale"
"103283","56","ORAL","Orale"
"83924","56","ORAL","Orale"
"83925","56","ORAL","Orale"
"94297","49","INTRAVENOUS","Intraveineuse"
"94298","49","INTRAVENOUS","Intraveineuse"
"94300","55","OPHTHALMIC","Ophtalmique"
"94318","56","ORAL","Orale"
"100252","65","SUBCUTANEOUS","Sous-cutanée"
"100253","65","SUBCUTANEOUS","Sous-cutanée"
"100254","65","SUBCUTANEOUS","Sous-cutanée"
"100255","65","SUBCUTANEOUS","Sous-cutanée"
"100256","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100277","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100277","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100277","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100352","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100352","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100352","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100352","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100352","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100514","56","ORAL","Orale"
"101004","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101004","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101004","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101445","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101445","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"101445","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101445","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101445","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"103130","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"103130","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"103130","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103130","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103131","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101738","56","ORAL","Orale"
"101739","56","ORAL","Orale"
"103719","70","TOPICAL","Topique"
"103721","56","ORAL","Orale"
"102025","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102025","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102025","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102025","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102026","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102026","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102026","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102026","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101871","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101871","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"101871","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103303","56","ORAL","Orale"
"103304","56","ORAL","Orale"
"102784","56","ORAL","Orale"
"103410","70","TOPICAL","Topique"
"101916","56","ORAL","Orale"
"103308","70","TOPICAL","Topique"
"103692","56","ORAL","Orale"
"103693","56","ORAL","Orale"
"103694","56","ORAL","Orale"
"103695","56","ORAL","Orale"
"103696","56","ORAL","Orale"
"103511","56","ORAL","Orale"
"103509","56","ORAL","Orale"
"103510","56","ORAL","Orale"
"101559","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101559","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"101559","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101559","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101560","56","ORAL","Orale"
"101746","55","OPHTHALMIC","Ophtalmique"
"103396","56","ORAL","Orale"
"102608","49","INTRAVENOUS","Intraveineuse"
"102608","22","INTRAMUSCULAR","Intramusculaire"
"102608","65","SUBCUTANEOUS","Sous-cutanée"
"103181","70","TOPICAL","Topique"
"103182","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103182","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"103182","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103182","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103753","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103579","56","ORAL","Orale"
"103580","56","ORAL","Orale"
"103581","56","ORAL","Orale"
"101549","56","ORAL","Orale"
"101550","56","ORAL","Orale"
"102335","56","ORAL","Orale"
"102337","56","ORAL","Orale"
"102338","56","ORAL","Orale"
"102339","56","ORAL","Orale"
"102340","56","ORAL","Orale"
"102341","56","ORAL","Orale"
"102342","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103553","70","TOPICAL","Topique"
"103718","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"103718","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103718","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"103718","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103718","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103720","70","TOPICAL","Topique"
"101848","70","TOPICAL","Topique"
"101849","70","TOPICAL","Topique"
"102321","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102321","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102321","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102321","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102322","49","INTRAVENOUS","Intraveineuse"
"102322","22","INTRAMUSCULAR","Intramusculaire"
"102322","65","SUBCUTANEOUS","Sous-cutanée"
"102363","49","INTRAVENOUS","Intraveineuse"
"103333","56","ORAL","Orale"
"103717","62","RECTAL","Rectale"
"102894","56","ORAL","Orale"
"103117","3","BUCCAL","Buccale"
"101562","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"101562","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"101562","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101562","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101562","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103660","49","INTRAVENOUS","Intraveineuse"
"103661","49","INTRAVENOUS","Intraveineuse"
"103662","49","INTRAVENOUS","Intraveineuse"
"102058","22","INTRAMUSCULAR","Intramusculaire"
"102066","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102066","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102066","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102066","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102066","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103752","56","ORAL","Orale"
"101589","70","TOPICAL","Topique"
"101592","70","TOPICAL","Topique"
"102356","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103106","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100884","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100884","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99390","56","ORAL","Orale"
"99855","70","TOPICAL","Topique"
"100210","56","ORAL","Orale"
"100365","105","TOPICAL (COMMERCIAL)","Topique (Milieu commercial)"
"101114","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"101214","56","ORAL","Orale"
"101116","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"101116","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101116","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101116","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101213","56","ORAL","Orale"
"99054","56","ORAL","Orale"
"99146","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103651","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"103651","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"103651","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103651","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103706","56","ORAL","Orale"
"102528","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102528","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102528","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102528","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102528","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102734","49","INTRAVENOUS","Intraveineuse"
"102751","70","TOPICAL","Topique"
"103321","56","ORAL","Orale"
"103760","56","ORAL","Orale"
"103754","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103759","56","ORAL","Orale"
"102829","22","INTRAMUSCULAR","Intramusculaire"
"102829","49","INTRAVENOUS","Intraveineuse"
"102830","49","INTRAVENOUS","Intraveineuse"
"101908","65","SUBCUTANEOUS","Sous-cutanée"
"101908","22","INTRAMUSCULAR","Intramusculaire"
"101908","49","INTRAVENOUS","Intraveineuse"
"102354","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102354","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102354","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102354","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102355","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102447","56","ORAL","Orale"
"101786","49","INTRAVENOUS","Intraveineuse"
"103391","56","ORAL","Orale"
"103591","49","INTRAVENOUS","Intraveineuse"
"103591","65","SUBCUTANEOUS","Sous-cutanée"
"102489","56","ORAL","Orale"
"102106","70","TOPICAL","Topique"
"102107","70","TOPICAL","Topique"
"103151","70","TOPICAL","Topique"
"103098","56","ORAL","Orale"
"103275","65","SUBCUTANEOUS","Sous-cutanée"
"103275","22","INTRAMUSCULAR","Intramusculaire"
"102685","70","TOPICAL","Topique"
"102824","49","INTRAVENOUS","Intraveineuse"
"102825","22","INTRAMUSCULAR","Intramusculaire"
"102825","49","INTRAVENOUS","Intraveineuse"
"103065","55","OPHTHALMIC","Ophtalmique"
"102177","56","ORAL","Orale"
"102178","56","ORAL","Orale"
"102179","56","ORAL","Orale"
"102180","56","ORAL","Orale"
"102181","56","ORAL","Orale"
"102182","56","ORAL","Orale"
"102183","56","ORAL","Orale"
"102184","56","ORAL","Orale"
"102185","65","SUBCUTANEOUS","Sous-cutanée"
"102185","22","INTRAMUSCULAR","Intramusculaire"
"101964","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"102529","22","INTRAMUSCULAR","Intramusculaire"
"92835","56","ORAL","Orale"
"92861","70","TOPICAL","Topique"
"92862","56","ORAL","Orale"
"92878","56","ORAL","Orale"
"92876","56","ORAL","Orale"
"92877","56","ORAL","Orale"
"92879","56","ORAL","Orale"
"92880","56","ORAL","Orale"
"92874","65","SUBCUTANEOUS","Sous-cutanée"
"92882","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"92941","65","SUBCUTANEOUS","Sous-cutanée"
"92942","65","SUBCUTANEOUS","Sous-cutanée"
"92957","56","ORAL","Orale"
"92958","56","ORAL","Orale"
"92959","56","ORAL","Orale"
"92960","56","ORAL","Orale"
"92961","56","ORAL","Orale"
"92962","56","ORAL","Orale"
"92963","56","ORAL","Orale"
"92964","56","ORAL","Orale"
"92968","65","SUBCUTANEOUS","Sous-cutanée"
"92975","55","OPHTHALMIC","Ophtalmique"
"92982","70","TOPICAL","Topique"
"93022","22","INTRAMUSCULAR","Intramusculaire"
"93023","22","INTRAMUSCULAR","Intramusculaire"
"100832","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100832","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100832","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100832","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99405","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99444","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
